part_id,zone_fid,paddock_name,community,community_short,conserved,n_pixels_part,area_ha,period,period_label,n_years,floor_mean,inund_mean,published_predicted_floor,published_residual,support_level,unit,cluster_column,weighting,estimand,y_variable,x_variable
15_inland,15,Bala 17,Inland Floodplain Shrublands / Swamps,inland,0,11970,746.3465979382134,cropping_era,1988-2013,26,74.33585524192223,26.13552692307692,67.81060266736694,6.525252574555296,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
16_inland,16,Bala 18,Inland Floodplain Shrublands / Swamps,inland,0,11473,715.3579380238198,cropping_era,1988-2013,26,79.26470876840446,40.68950384615385,76.43007030525364,2.8346384631508244,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
16_riverine,16,Bala 18,Riverine Chenopod Shrublands,riverine,0,623,38.84493989269064,cropping_era,1988-2013,26,77.85298582223746,27.095942307692304,68.37940041731353,9.473585404923924,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
17_inland,17,Bala 19,Inland Floodplain Shrublands / Swamps,inland,0,13332,831.2692434178999,cropping_era,1988-2013,26,73.00188997708834,28.37822307692308,69.13882017257946,3.863069804508882,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
18_aeolian,18,Bala 20,Aeolian Chenopod Shrublands,aeolian,0,157,9.789174258671638,cropping_era,1988-2013,26,52.79366713303786,18.863303846153848,63.50369110646972,-10.71002397343186,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
18_inland,18,Bala 20,Inland Floodplain Shrublands / Swamps,inland,0,9651,601.7536354805094,cropping_era,1988-2013,26,77.91701214130109,35.92055769230769,73.60570296860331,4.311309172697776,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
18_riverine,18,Bala 20,Riverine Chenopod Shrublands,riverine,0,2845,177.38981379567394,cropping_era,1988-2013,26,61.85382578923152,22.060292307692308,65.39708002199248,-3.543254232760958,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
19_inland,19,Bala 21,Inland Floodplain Shrublands / Swamps,inland,0,10258,639.6009525188132,cropping_era,1988-2013,26,75.22538053806012,37.86238461538461,74.75573326000081,0.4696472780593126,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
20_inland,20,Bala 22,Inland Floodplain Shrublands / Swamps,inland,0,5266,328.3426219500945,cropping_era,1988-2013,26,83.19101619720459,53.313707692307695,83.90664643843904,-0.7156302412344502,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
21_inland,21,Bala 23,Inland Floodplain Shrublands / Swamps,inland,0,19883,1239.7334508609438,cropping_era,1988-2013,26,73.1464739212623,37.25775769230769,74.39764816587144,-1.251174244609146,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
21_riverine,21,Bala 23,Riverine Chenopod Shrublands,riverine,0,4486,279.7085077987323,cropping_era,1988-2013,26,62.65991795980013,26.430088461538464,67.98505420467215,-5.32513624487202,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
22_inland,22,Bala 24,Inland Floodplain Shrublands / Swamps,inland,0,5667,353.3455447381667,cropping_era,1988-2013,26,70.07129677259005,21.59398076923077,65.12091102459843,4.950385747991618,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
23_inland,23,Bala 25,Inland Floodplain Shrublands / Swamps,inland,0,9115,568.3332698585476,cropping_era,1988-2013,26,68.47513657349808,28.79952307692308,69.38833147351355,-0.9131949000154692,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
24_inland,24,Bala 7/10,Inland Floodplain Shrublands / Swamps,inland,0,3938,245.53992503598036,cropping_era,1988-2013,26,75.58809917156512,33.57913076923077,72.21901301460608,3.3690861569590425,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
24_riverine,24,Bala 7/10,Riverine Chenopod Shrublands,riverine,0,43,2.6811114211648435,cropping_era,1988-2013,26,57.28305941361646,15.742403846153849,61.65536492777234,-4.372305514155876,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
25_inland,25,Bala 8/11,Inland Floodplain Shrublands / Swamps,inland,0,24831,1548.2483185800984,cropping_era,1988-2013,26,73.03117363269513,31.168696153846152,70.79145384845089,2.239719784244244,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
25_riverine,25,Bala 8/11,Riverine Chenopod Shrublands,riverine,0,49,3.0552199915599383,cropping_era,1988-2013,26,60.53947397378775,8.634211538461539,57.4455991789425,3.0938747948452487,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
26_inland,26,Bala 14/16,Inland Floodplain Shrublands / Swamps,inland,0,8576,534.7258499513883,cropping_era,1988-2013,26,79.34202311589168,37.41658076923078,74.49170976696671,4.850313348924971,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
26_riverine,26,Bala 14/16,Riverine Chenopod Shrublands,riverine,0,199,12.4079342514373,cropping_era,1988-2013,26,64.8495138315054,8.735988461538462,57.505875686139255,7.34363814536615,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
27_inland,27,Mara 1,Inland Floodplain Shrublands / Swamps,inland,0,588,36.662639898719256,cropping_era,1988-2013,26,77.13913008616521,25.68681153846154,67.54485484072434,9.594275245440867,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
27_riverine,27,Mara 1,Riverine Chenopod Shrublands,riverine,0,262,16.33607424058579,cropping_era,1988-2013,26,55.50941783831669,5.989426923076923,55.879248241190105,-0.3698304028734114,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
28_inland,28,Mara 2,Inland Floodplain Shrublands / Swamps,inland,0,1141,71.14297980346713,cropping_era,1988-2013,26,68.29179132901706,19.733015384615385,64.01877028377551,4.273021045241549,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
28_riverine,28,Mara 2,Riverine Chenopod Shrublands,riverine,0,844,52.62460556890996,cropping_era,1988-2013,26,60.81154998632579,10.421988461538463,58.50439468299394,2.3071553033318466,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
29_inland,29,Mara 3,Inland Floodplain Shrublands / Swamps,inland,0,5294,330.08846194527166,cropping_era,1988-2013,26,73.89564401920025,32.97637307692308,71.86203495632049,2.033609062879762,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
30_inland,30,Mara 10,Inland Floodplain Shrublands / Swamps,inland,0,3992,248.90690216953615,cropping_era,1988-2013,26,74.27993096571703,29.121711538461533,69.57914481836144,4.700786147355586,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
31_aeolian,31,Mara 13,Aeolian Chenopod Shrublands,aeolian,0,47,2.930517134761573,cropping_era,1988-2013,26,72.00158056112437,0.9001653846153845,52.86517687338718,19.136403687737197,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
31_inland,31,Mara 13,Inland Floodplain Shrublands / Swamps,inland,0,784,48.88351986495901,cropping_era,1988-2013,26,68.82174081802368,33.673473076923074,72.27488643479462,-3.45314561677094,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
31_riverine,31,Mara 13,Riverine Chenopod Shrublands,riverine,0,1004,62.60083411277914,cropping_era,1988-2013,26,71.25804636295025,32.33603846153846,71.48280228858313,-0.224755925632877,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
32_inland,32,Mara 12,Inland Floodplain Shrublands / Swamps,inland,0,3923,244.6046536099926,cropping_era,1988-2013,26,76.716278222891,35.082069230769235,73.10911539002109,3.6071628328699177,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
32_riverine,32,Mara 12,Riverine Chenopod Shrublands,riverine,0,230,14.340828531811956,cropping_era,1988-2013,26,78.70928589013907,20.183946153846158,64.28583015289959,14.42345573723948,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
33_inland,33,Mara 14,Inland Floodplain Shrublands / Swamps,inland,0,16075,1002.2992115168572,cropping_era,1988-2013,26,77.31085225618803,39.594684615384615,75.78167303357813,1.5291792226098977,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
34_inland,34,Mara 5,Inland Floodplain Shrublands / Swamps,inland,0,5075,316.43349912585074,cropping_era,1988-2013,26,76.44876389136681,41.41416538461538,76.85924486779443,-0.4104809764276211,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
35_inland,35,Mara 9,Inland Floodplain Shrublands / Swamps,inland,0,4952,308.7642734327513,cropping_era,1988-2013,26,75.21780451261081,30.718746153846155,70.52497483146705,4.692829681143763,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
36_inland,36,Mara 6,Inland Floodplain Shrublands / Swamps,inland,0,10314,643.0926325091674,cropping_era,1988-2013,26,79.12653086735652,36.330388461538455,73.84842171627382,5.278109151082703,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
37_aeolian,37,Mara 7,Aeolian Chenopod Shrublands,aeolian,0,615,38.34612846549718,cropping_era,1988-2013,26,66.77825149389413,0.3752307692307691,52.55428886296716,14.22396263092697,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
37_inland,37,Mara 7,Inland Floodplain Shrublands / Swamps,inland,0,13575,846.4206405189012,cropping_era,1988-2013,26,76.42885387127215,32.2176,71.4126581285568,5.016195742715354,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
37_riverine,37,Mara 7,Riverine Chenopod Shrublands,riverine,0,686,42.77307988183913,cropping_era,1988-2013,26,68.22297881933359,12.5028,59.73673741729303,8.486241402040562,pixel,part (paddock x community),zone_fid (paddock),pixel-weighted by the unit's cell count (n_pixels_part / n_cells),BETWEEN-UNIT: how the across-year mean floor differs between parts that differ in wetness,floor_mean = mean over years of veg_p05_spatial (%),inund_mean = mean over years of the share of the part's cells seen wet (%)
