part_i,part_j,zone_fid_i,zone_fid_j,distance_m,adjacent,same_paddock,community_i,community_j,same_community,support_level,unit,period_label,weighting,estimand
01_inland,30_inland,1,30,36015.4992118663,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,31_aeolian,1,31,40547.14910398501,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,31_inland,1,31,40133.14256665492,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,31_riverine,1,31,39670.63264812207,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,32_inland,1,32,36940.71325374562,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,32_riverine,1,32,38557.189785426206,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,33_inland,1,33,30871.870816668437,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,34_inland,1,34,31640.58895487059,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,35_inland,1,35,28498.95523311115,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,36_inland,1,36,32551.3609249929,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,37_aeolian,1,37,29902.172830644115,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,37_inland,1,37,29505.69480023389,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,37_riverine,1,37,29673.811918810687,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,38_aeolian,1,38,30367.613529253304,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,38_inland,1,38,30982.781487633267,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,38_riverine,1,38,30573.116962299013,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,39_inland,1,39,28301.013522996527,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,39_riverine,1,39,29513.886058808137,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,40_inland,1,40,25693.910269844106,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,41_inland,1,41,23862.967361425595,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,42_inland,1,42,19781.514310428618,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,43_inland,1,43,25511.424602717754,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,44_inland,1,44,26316.5760904982,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,45_inland,1,45,22857.0453864626,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,45_riverine,1,45,21567.57956917751,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,46_inland,1,46,22838.266853492554,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,47_inland,1,47,16476.57504583668,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,48_aeolian,1,48,35527.10104963644,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,48_inland,1,48,35115.62747234521,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,48_riverine,1,48,35382.26034505055,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,49_inland,1,49,33864.678830113065,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,50_inland,1,50,14338.413196407608,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,51_aeolian,1,51,28293.60946703746,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,51_inland,1,51,27475.53053622813,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,51_riverine,1,51,28946.80121256747,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,52_inland,1,52,29526.431943794672,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,52_riverine,1,52,30398.057905391663,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,53_inland,1,53,34973.19289792973,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,53_riverine,1,53,33917.7707623928,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,54_aeolian,1,54,31804.939552621145,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,54_riverine,1,54,30362.47029803809,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,55_aeolian,1,55,36259.23287287877,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,55_inland,1,55,34370.42034520624,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,55_riverine,1,55,35139.38177791964,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,56_aeolian,1,56,34944.416446726194,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,56_inland,1,56,35652.47170300912,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,56_riverine,1,56,35895.437719770394,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,57_aeolian,1,57,39642.061057371764,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,57_inland,1,57,39226.54698731106,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,57_riverine,1,57,41779.232294839436,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,58_aeolian,1,58,43625.00613822539,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,58_inland,1,58,44695.18952092611,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,58_riverine,1,58,43017.78438802956,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,59_aeolian,1,59,42498.14213684056,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,59_riverine,1,59,41023.923722093394,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,60_aeolian,1,60,45849.45992133297,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,60_riverine,1,60,45213.77829400566,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,61_aeolian,1,61,41169.795886395936,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,61_inland,1,61,37700.992300853846,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,61_riverine,1,61,38766.83260864669,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,62_aeolian,1,62,34013.10621300652,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,62_inland,1,62,31698.655201280617,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,62_riverine,1,62,32813.82005741095,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,63_aeolian,1,63,29150.156538695002,0,0,inland,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,63_inland,1,63,30726.369805780025,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,63_riverine,1,63,30223.150964587687,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,64_inland,1,64,31944.522058006187,0,0,inland,inland,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_inland,64_riverine,1,64,31249.265127452847,0,0,inland,riverine,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,02_inland,1,2,3344.9620613785664,0,0,riverine,inland,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,03_inland,1,3,17925.60389493302,0,0,riverine,inland,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,03_riverine,1,3,17599.697931100047,0,0,riverine,riverine,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,04_aeolian,1,4,32812.8367291417,0,0,riverine,aeolian,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,04_inland,1,4,31077.664725530063,0,0,riverine,inland,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,04_riverine,1,4,31647.502657014695,0,0,riverine,riverine,1,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
01_riverine,05_inland,1,5,7691.869039897388,0,0,riverine,inland,0,pixel,pair of parts,geometry is time-invariant,"unweighted - this table is geometry, not an estimate",GEOMETRY ONLY - no estimate. Neighbour definitions for the spatial-dependence diagnostic
