"community","flood_freq_pct","gam_fitted"
"riverine",23.5294117647059,50.1877597820815
"riverine",24.2016806722689,50.4325102489933
"riverine",24.8739495798319,50.6503484553613
"riverine",25.546218487395,50.8411092604903
"riverine",26.218487394958,51.0051960015659
"riverine",26.890756302521,51.1479598612546
"riverine",27.563025210084,51.2772996288462
"riverine",28.2352941176471,51.4011351480071
"riverine",28.9075630252101,51.5274038098055
"riverine",29.5798319327731,51.6644465939114
"riverine",30.2521008403361,51.8210080677007
"riverine",30.9243697478992,52.0058503457714
"riverine",31.5966386554622,52.2277132972492
"riverine",32.2689075630252,52.4926450663412
"riverine",32.9411764705882,52.8014660548385
"riverine",33.6134453781513,53.1543960285936
"riverine",34.2857142857143,53.5516547534593
"riverine",34.9579831932773,53.9915623506015
"riverine",35.6302521008403,54.4648404060368
"riverine",36.3025210084034,54.9603108828925
"riverine",36.9747899159664,55.4667957442973
"riverine",37.6470588235294,55.9728321864907
"riverine",38.3193277310924,56.4644788808558
"riverine",38.9915966386555,56.9265183228919
"riverine",39.6638655462185,57.3437224612118
"riverine",40.3361344537815,57.7010404108062
"riverine",41.0084033613445,57.987496113351
"riverine",41.6806722689076,58.196188337206
"riverine",42.3529411764706,58.3203930171093
"riverine",43.0252100840336,58.3534279383562
"riverine",43.6974789915966,58.2936748143699
"riverine",44.3697478991597,58.1493502660486
"riverine",45.0420168067227,57.9298008831847
"riverine",45.7142857142857,57.6443732555707
"riverine",46.3865546218487,57.3043199580377
"riverine",47.0588235294118,56.9285175493134
"riverine",47.7310924369748,56.5377485950361
"riverine",48.4033613445378,56.1527956608434
"riverine",49.0756302521008,55.7942128038374
"riverine",49.7478991596639,55.4805651964292
"riverine",50.4201680672269,55.229393941021
"riverine",51.0924369747899,55.058231676448
"riverine",51.7647058823529,54.9842507590672
"riverine",52.436974789916,55.0163371309126
"riverine",53.109243697479,55.1550903656305
"riverine",53.781512605042,55.4007497635762
"riverine",54.453781512605,55.7535042520771
"riverine",55.1260504201681,56.207447737659
"riverine",55.7983193277311,56.7448367519345
"riverine",56.4705882352941,57.3465677963732
"riverine",57.1428571428571,57.9935373724449
"riverine",57.8151260504202,58.6655649087781
"riverine",58.4873949579832,59.3381615453853
"riverine",59.1596638655462,59.9857613508107
"riverine",59.8319327731093,60.5827983935988
"riverine",60.5042016806723,61.1046067332069
"riverine",61.1764705882353,61.5343536833289
"riverine",61.8487394957983,61.8592398502663
"riverine",62.5210084033613,62.066499173318
"riverine",63.1932773109244,62.1438694917206
"riverine",63.8655462184874,62.090678354861
"riverine",64.5378151260504,61.917843028701
"riverine",65.2100840336135,61.6367846804249
"riverine",65.8823529411765,61.2589723271666
"riverine",66.5546218487395,60.8016651959726
"riverine",67.2268907563025,60.2933681597899
"riverine",67.8991596638655,59.7638781719773
"riverine",68.5714285714286,59.2429921858936
"riverine",69.2436974789916,58.760259345076
"riverine",69.9159663865546,58.3442375474482
"riverine",70.5882352941177,58.023236877951
"riverine",71.2605042016807,57.8255674215257
"riverine",71.9327731092437,57.7780448794613
"riverine",72.6050420168067,57.8944783727159
"riverine",73.2773109243698,58.181980056145
"riverine",73.9495798319328,58.647606738941
"riverine",74.6218487394958,59.2978856857218
"riverine",75.2941176470588,60.1271650004155
"riverine",75.9663865546218,61.1176138288044
"riverine",76.6386554621849,62.2508718126039
"riverine",77.3109243697479,63.5085585902362
"riverine",77.9831932773109,64.8698732997101
"riverine",78.655462184874,66.3093140522847
"riverine",79.327731092437,67.8008388335918
"riverine",80,69.3184056292667
"inland",0,38.3554010775026
"inland",0.816326554621849,39.5758520920143
"inland",1.6326531092437,40.7913466307471
"inland",2.44897966386555,41.996928217922
"inland",3.2653062184874,43.1876173292223
"inland",4.08163277310924,44.3579043238036
"inland",4.89795932773109,45.5017494441921
"inland",5.71428588235294,46.6130898843584
"inland",6.53061243697479,47.686150736416
"inland",7.34693899159664,48.716308685554
"inland",8.16326554621849,49.6992283153548
"inland",8.97959210084034,50.6306440926283
"inland",9.79591865546218,51.5078977908253
"inland",10.612245210084,52.3299384858054
"inland",11.4285717647059,53.0957851358118
"inland",12.2448983193277,53.8050666301472
"inland",13.0612248739496,54.4598515844705
"inland",13.8775514285714,55.0628185465557
"inland",14.6938779831933,55.6167027002073
"inland",15.5102045378151,56.1255418526388
"inland",16.326531092437,56.5946764315351
"inland",17.1428576470588,57.0295035000234
"inland",17.9591842016807,57.4355670560958
"inland",18.7755107563025,57.818998835806
"inland",19.5918373109244,58.1860775093735
"inland",20.4081638655462,58.5430561796997
"inland",21.2244904201681,58.8955999033602
"inland",22.0408169747899,59.24878569171
"inland",22.8571435294118,59.607664989007
"inland",23.6734700840336,59.976814792479
"inland",24.4897966386555,60.3589143149259
"inland",25.3061231932773,60.7561683239634
"inland",26.1224497478992,61.1707120850876
"inland",26.938776302521,61.6030823285655
"inland",27.7551028571429,62.0522172569471
"inland",28.5714294117647,62.5169855721651
"inland",29.3877559663866,62.9958460779976
"inland",30.2040825210084,63.4856179941095
"inland",31.0204090756303,63.9827106462647
"inland",31.8367356302521,64.4835219232226
"inland",32.653062184874,64.9841866631753
"inland",33.4693887394958,65.4805766540459
"inland",34.2857152941177,65.9685522468117
"inland",35.1020418487395,66.4442355372642
"inland",35.9183684033613,66.904795591624
"inland",36.7346949579832,67.3476632165122
"inland",37.551021512605,67.7703298695878
"inland",38.3673480672269,68.1716819724665
"inland",39.1836746218487,68.5520009052138
"inland",40.0000011764706,68.911628697832
"inland",40.8163277310924,69.2513709208144
"inland",41.6326542857143,69.5738872986028
"inland",42.4489808403361,69.8823010921219
"inland",43.265307394958,70.179759625043
"inland",44.0816339495798,70.469963660653
"inland",44.8979605042017,70.7571673998772
"inland",45.7142870588235,71.0456491059924
"inland",46.5306136134454,71.3394791600825
"inland",47.3469401680672,71.64189641464
"inland",48.1632667226891,71.9559318400545
"inland",48.9795932773109,72.284548690396
"inland",49.7959198319328,72.629152744388
"inland",50.6122463865546,72.9895923054071
"inland",51.4285729411765,73.3656479605107
"inland",52.2448994957983,73.7564709742574
"inland",53.0612260504202,74.1586953484196
"inland",53.877552605042,74.5683257758755
"inland",54.6938791596639,74.9813169894688
"inland",55.5102057142857,75.3924746602988
"inland",56.3265322689076,75.795455408305
"inland",57.1428588235294,76.1838658955089
"inland",57.9591853781513,76.5513766181339
"inland",58.7755119327731,76.8919134075002
"inland",59.591838487395,77.1994659282743
"inland",60.4081650420168,77.4680929162696
"inland",61.2244915966387,77.6934417275549
"inland",62.0408181512605,77.872748329495
"inland",62.8571447058824,78.00331775881
"inland",63.6734712605042,78.0832825975996
"inland",64.4897978151261,78.1140855887302
"inland",65.3061243697479,78.0979970100719
"inland",66.1224509243697,78.0373792412746
"inland",66.9387774789916,77.9367130315919
"inland",67.7551040336134,77.8025975158106
"inland",68.5714305882353,77.6417239336823
"inland",69.3877571428571,77.4610807624524
"inland",70.204083697479,77.2688454267689
"inland",71.0204102521008,77.0734925874886
"inland",71.8367368067227,76.8834590020066
"inland",72.6530633613445,76.7063096658095
"inland",73.4693899159664,76.5487378223076
"inland",74.2857164705882,76.4173988134154
"inland",75.1020430252101,76.3181599019005
"inland",75.9183695798319,76.2537361088956
"inland",76.7346961344538,76.2260544138647
"inland",77.5510226890756,76.2369263810418
"inland",78.3673492436975,76.2855090153841
"inland",79.1836757983193,76.3683047575823
"inland",80.0000023529412,76.4817006320993
"inland",80.816328907563,76.6214496968927
"inland",81.6326554621849,76.7807691658309
"inland",82.4489820168067,76.9522422972411
"inland",83.2653085714286,77.1284464011824
"inland",84.0816351260504,77.3018219817058
"inland",84.8979616806723,77.4646727391678
"inland",85.7142882352941,77.6092964261198
"inland",86.530614789916,77.7285486494495
"inland",87.3469413445378,77.8175164478591
"inland",88.1632678991597,77.8718447216239
"inland",88.9795944537815,77.8872881644744
"inland",89.7959210084034,77.8621267025515
"inland",90.6122475630252,77.7971654849132
"inland",91.4285741176471,77.6933194521748
"inland",92.2449006722689,77.5522219796314
"inland",93.0612272268908,77.378380137814
"inland",93.8775537815126,77.1770194101906
"inland",94.6938803361345,76.9533735631892
"inland",95.5102068907563,76.7128668635744
"inland",96.3265334453782,76.4611140741508
"inland",97.14286,76.2037382398223
