community,seed,direction,model,nugget,psill,rng,sse,metric,support_level,period_label,max_lag_m,n_subsample,range_resolved_within_max_lag,range_note
riverine,20267810,isotropic,exponential,24.436247108995726,121.17907214090754,2628.1245266553947,19367.628117116925,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20268810,isotropic,spherical,50.156680581108354,92.47695410930712,2962.582011534079,17643.3589972396,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20268810,isotropic,exponential,24.80454306241555,117.73344341477262,2575.0765910742853,17900.94181607101,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20269810,isotropic,spherical,50.63218500051104,94.88617672542134,2996.3742973534377,18203.51396112975,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20269810,isotropic,exponential,24.080022210862857,121.3514251129155,2598.72302258843,18310.0115549255,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,0deg,spherical,58.74892513347668,85.23751245029031,4121.8770118077255,29343.33627090603,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,0deg,exponential,30.913909894993445,112.59344487599607,3260.2015343853527,29725.774168594802,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,45deg,spherical,44.36995795867895,95.65217591364592,2866.248146890786,3975.168009008032,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,45deg,exponential,27.693972386086788,112.73617320913627,2957.511350836831,4157.294715202392,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,90deg,spherical,44.490502800150246,105.2996672294492,3063.6954060902985,59125.23194203887,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,90deg,exponential,15.147469921069414,134.30145416724815,2556.151931801392,60420.60143313174,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,135deg,spherical,50.48145693491506,111.07087801314964,3329.0621540827556,84322.35492383235,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
riverine,20260810,135deg,exponential,18.479360856760927,142.49919935010078,2683.63369985513,86458.60527884081,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,isotropic,spherical,46.180134171527165,60.50259872225883,3778.6160923769417,3175.2859444573005,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,isotropic,exponential,41.857090085365776,66.16266106378185,5101.603218193032,2411.144142370597,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20261810,isotropic,spherical,43.26448475859021,66.40942046460087,3273.261421680351,3591.0822830190573,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20261810,isotropic,exponential,37.08368535706874,73.6305647413069,4171.460416351464,2928.1918036636457,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20262810,isotropic,spherical,44.818053827590475,61.13285194435563,3421.152444623992,3038.2852634875976,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20262810,isotropic,exponential,38.19677334475579,68.68199847826955,4238.726307852745,2448.975250187933,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20263810,isotropic,spherical,40.73757916852299,68.28494159351848,2891.637433905091,3228.247177233161,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20263810,isotropic,exponential,33.45033416878779,76.3644007930001,3534.286644553821,2771.886846780423,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20264810,isotropic,spherical,45.64200952126963,62.70308985837534,3410.8730880211915,3524.3135034105658,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20264810,isotropic,exponential,43.392603548844946,66.44133807679542,4967.25303631632,2701.075904381291,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20265810,isotropic,spherical,43.30415669409697,63.54595764716422,2935.491157488833,2763.5913012342726,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20265810,isotropic,exponential,35.147114501644644,72.3763645407638,3460.8717542330332,2317.5710165242144,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20266810,isotropic,spherical,41.718015807877656,64.73678475490038,2947.716848818157,2694.484931665986,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20266810,isotropic,exponential,33.662472035325415,73.49995417498256,3501.537120257702,2227.372172347145,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20267810,isotropic,spherical,44.066008561253376,61.96336872065638,3252.1953950661255,2908.141448948654,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20267810,isotropic,exponential,36.38884482126802,70.41207476257674,3880.031757596377,2413.0609617244086,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20268810,isotropic,spherical,44.83080764999329,61.59353640677226,3182.7413501943115,2977.2567219694797,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20268810,isotropic,exponential,37.41499834039447,69.79579698739039,3838.6258039163076,2448.605150050096,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20269810,isotropic,spherical,42.70513672578432,63.31991244070514,3016.7897276037775,2710.1024113902686,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20269810,isotropic,exponential,34.48671192776993,72.2472262062053,3566.433923462529,2199.5296423293767,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,0deg,spherical,54.76179308292108,54.212936371970265,7342.616594443229,2903.8901031781943,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,0deg,exponential,43.92566659714314,66.2396970620221,7844.553905191644,1862.044035655444,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,45deg,spherical,80.36815435025402,87.5717849785248,37671.723463106115,6493.822119871067,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,False,"NOT A MEASURED RANGE (Ruling EN): the fit ran past max_lag_m, so structure had not decayed within the measured lag in this direction. Use the flag, not the number."
inland,20260810,45deg,exponential,72.94258486500395,84.62794017748024,40228.30234025025,6046.61266166833,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,False,"NOT A MEASURED RANGE (Ruling EN): the fit ran past max_lag_m, so structure had not decayed within the measured lag in this direction. Use the flag, not the number."
inland,20260810,90deg,spherical,35.56470464334465,57.8863069057453,1657.6397086256845,3648.088286584334,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,90deg,exponential,20.380201104550792,73.09850158868825,1509.0157713299586,3669.500392951596,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,135deg,spherical,44.00541103134703,58.1120559865458,2957.7929418357567,3062.4510653203215,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
inland,20260810,135deg,exponential,33.57325042122159,68.942118334909,3155.0836546303904,2758.17584842425,"veg_p05_temporal_mean residual (OLS, Stage 0)",pixel,1988-2022 (35 water years),20000.0,10000,True,range measured inside the binned lag; exponential range is the PRACTICAL range (3a)
