path,verdict,reached_by,depth,cited_by,taskK_essential,size_bytes,reason
Output/maps/MAP1_inclusion_class_summary.csv,ARCHIVE,,,Output/runs/RUN_MAP1_20260810.md,,492,cited by 1 tracked document(s) but no pipeline reaches it
Output/pack/00_START_HERE.md,ARCHIVE,,,Output/audit/STATUS1_focus_report.md|docs/Gayini_issues_log.md|docs/change_reports/FIG1_T1_pack_order_and_rulings_TUV.md,,3056,cited by 7 tracked document(s) but no pipeline reaches it
Output/pack/Gayini_what_we_dont_know.md,ARCHIVE,,,Output/pack/00_START_HERE.md|docs/Gayini_issues_log.md|docs/change_reports/PACK1_P3_captions.md,,10901,cited by 7 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_assembly_manifest.csv,ARCHIVE,,,docs/Gayini_issues_log.md|docs/change_reports/PACK1_P4_assembly.md|docs/change_reports/PACK1_P4_build_and_readthrough.md,,5760,cited by 4 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_final_number_check.csv,ARCHIVE,,,docs/Gayini_issues_log.md,,28599,cited by 1 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_input_delta_FROZEN.csv,ARCHIVE,,,Output/audit/STATUS1_focus_report.md|docs/change_reports/PACK1_P1_item_list.md|docs/change_reports/RPTSCOPE_R1_report_set_and_claim_audit.md,,5964,cited by 3 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_input_manifest_FROZEN.csv,ARCHIVE,,,Output/audit/STATUS1_focus_report.md|docs/change_reports/PACK1_P1_item_list.md|docs/change_reports/PACK1_P4_assembly.md,,137241,cited by 4 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_item_list.csv,ARCHIVE,,,Output/pack/00_START_HERE.md|docs/Gayini_issues_log.md|docs/change_reports/FIG1_T1_pack_order_and_rulings_TUV.md,,11366,cited by 13 tracked document(s) but no pipeline reaches it
Output/pack/PACK1_manifest_RESOLVED.csv,ARCHIVE,,,docs/change_reports/PACK1_P4_assembly.md,,163573,cited by 1 tracked document(s) but no pipeline reaches it
Output/rasters/DATA_share_20260808/README.md,ARCHIVE,,,Output/audit/DOC1_gateB_value_claims.md|README.md|docs/Audit/Gayini_CC_spec_HANDOFF2.md,,14358,cited by 12 tracked document(s) but no pipeline reaches it
Output/runs/DASH2_DZ_reconciliation.csv,ARCHIVE,,,Output/runs/RUN_DASH2_20260809.md|Output/runs/RUN_DASH3_20260809.md,,11922,cited by 2 tracked document(s) but no pipeline reaches it
Output/runs/DASH2_before_after.csv,ARCHIVE,,,Output/runs/RUN_DASH2_20260809.md,,10947,cited by 1 tracked document(s) but no pipeline reaches it
Output/runs/RUN_DASH2_20260809.md,ARCHIVE,,,docs/reference_update/Gayini_CC_spec_DASH2.md,,7041,cited by 1 tracked document(s) but no pipeline reaches it
Output/runs/RUN_DASH3_20260809.md,ARCHIVE,,,Output/runs/RUN_PARTSCATTER_20260809.md,,11744,cited by 1 tracked document(s) but no pipeline reaches it
Output/runs/RUN_EP_20260810.md,ORPHAN,,,,,6527,nothing references it and no tracked document names it
Output/runs/RUN_MAP1_20260810.md,ORPHAN,,,,,11666,nothing references it and no tracked document names it
Output/runs/RUN_PARTSCATTER_20260809.md,ARCHIVE,,,,,20940,referenced by 1 tracked file(s) but no pipeline reaches it
Output/runs/RUN_SPAT1_20260810.md,ARCHIVE,,,Output/spatial/SPAT1_findings_note.md,,11718,cited by 1 tracked document(s) but no pipeline reaches it
Output/runs/RUN_UNZONED_V3_20260810.md,ARCHIVE,,,Output/unzoned/UNZONED_v3_findings_note.md,,26565,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_anisotropy_summary.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1034,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_block_bootstrap_slope.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,4795,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_data_dictionary.md,ORPHAN,,,,,6513,nothing references it and no tracked document names it
Output/spatial/SPAT1_effective_n.csv,ARCHIVE,,,Output/runs/RUN_SPAT1_20260810.md|Output/spatial/SPAT1_data_dictionary.md|Output/spatial/SPAT1_findings_note.md,,11539,cited by 3 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_eu_wellfitted_range.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,161,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_findings_note.md,ARCHIVE,,,,,11316,referenced by 1 tracked file(s) but no pipeline reaches it
Output/spatial/SPAT1_ladder_block_units.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,107692,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_ladder_counts.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1706,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_ladder_gam.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,5925,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_ladder_levels.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,2399,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_ladder_slopes.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,12830,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_n_eff_two_routes.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1086,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_stage0_coefficients.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,4394,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_stage0_gam_coefficients.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1644,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_stage0_gam_curves.csv,ARCHIVE,,,,,16086,referenced by 2 tracked file(s) but no pipeline reaches it
Output/spatial/SPAT1_stage0_vs_display_smoother.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1602,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_variogram_directional.csv,ARCHIVE,,,,,7301,referenced by 1 tracked file(s) but no pipeline reaches it
Output/spatial/SPAT1_variogram_empirical.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,723790,cited by 1 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_variogram_fit_quality.csv,ARCHIVE,,,Output/runs/RUN_SPAT1_20260810.md|Output/spatial/SPAT1_data_dictionary.md,,2626,cited by 2 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_variogram_models.csv,ARCHIVE,,,Output/runs/RUN_SPAT1_20260810.md|Output/spatial/SPAT1_data_dictionary.md,,25036,cited by 2 tracked document(s) but no pipeline reaches it
Output/spatial/SPAT1_variogram_seed_stability.csv,ARCHIVE,,,Output/spatial/SPAT1_data_dictionary.md,,1626,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/EXEMPLAR1_units.csv,ARCHIVE,,,Output/diag/EXEMPLAR1_report.md,,3396,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/RPTSCOPE_R2_pin_list.csv,ARCHIVE,,,docs/change_reports/RPTSCOPE_R2_pin_withdrawal.md|docs/change_reports/RPTSCOPE_R2_pinlist_STOP.md,,7728,cited by 2 tracked document(s) but no pipeline reaches it
Output/tables/RPTSCOPE_claim_audit.csv,ARCHIVE,,,docs/change_reports/RPTSCOPE_R1_report_set_and_claim_audit.md|docs/change_reports/RPTSCOPE_R1b_claim_audit_complete.md|docs/change_reports/RPTSCOPE_R2_pin_withdrawal.md,,10060,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/RPTSCOPE_number_contract.csv,ARCHIVE,,,docs/change_reports/PACK1_P1_item_list.md|docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md|docs/reference_update/Gayini_PACK1_RPTSCOPE_spec_20260802.md,,4492,cited by 3 tracked document(s) but no pipeline reaches it
Output/tables/RPTSCOPE_report_set.csv,ARCHIVE,,,docs/change_reports/PACK1_P3_captions.md|docs/change_reports/PACK1_RPTSCOPE_gate0_recon.md|docs/change_reports/RPTSCOPE_R1_report_set_and_claim_audit.md,,2880,cited by 5 tracked document(s) but no pipeline reaches it
Output/tables/RPTSCOPE_reproduction_status.csv,ARCHIVE,,,docs/Gayini_issues_log.md|docs/change_reports/PACK1_P1_item_list.md|docs/change_reports/PACK1_P3_captions.md,,12303,cited by 7 tracked document(s) but no pipeline reaches it
Output/tables/T1_conserved_paddock_comparison.csv,ARCHIVE,,,Output/audit/AUD1_pack_gap_report.md|Output/pack/00_START_HERE.md|docs/change_reports/PACK1_P1_item_list_amendment.md,,760,cited by 9 tracked document(s) but no pipeline reaches it
Output/tables/d2_batch_figure_asset_dryrun_20260720.csv,ARCHIVE,,,,,14242,referenced by 5 tracked file(s) but no pipeline reaches it
Output/tables/d2_batch_paddock_coverage_20260720.csv,ARCHIVE,,,docs/change_reports/d2_site_dashboard_batch_20260720.md,,875,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/d2_batch_plot_paddock_20260720.csv,ARCHIVE,,,docs/Tier2_TaskL_dashboard_report_rollout.md,,4606,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/d2_batch_roster_20260720.csv,ARCHIVE,,,,,7179,referenced by 4 tracked file(s) but no pipeline reaches it
Output/tables/marker_reconciliation.csv,ARCHIVE,,,docs/Gayini_taskL_merge_checklist.md,,243,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/paddock_dominant_community.csv,ARCHIVE,,,docs/Gayini_taskL_merge_checklist.md,,1281,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/taskM_gateC_file_classification.csv,ARCHIVE,,,docs/change_reports/taskM_gateC_report.md,,386538,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/taskM_gateC_raster_meta.csv,ARCHIVE,,,docs/change_reports/taskM_gateC_report.md,,3566,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/taskM_gateC_registration_dryrun.csv,ARCHIVE,,,docs/change_reports/taskM_gateC_report.md,,15875,cited by 1 tracked document(s) but no pipeline reaches it
Output/tables/taskM_gateD_p05_ge80_contiguity.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateD_report.md,,7909,cited by 3 tracked document(s) but no pipeline reaches it
Output/tables/taskM_gateD_registration_dryrun.csv,ARCHIVE,,,,,1173,referenced by 3 tracked file(s) but no pipeline reaches it
Output/tables/taskM_gateD_veg_p05_distribution.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateD_report.md,,8499,cited by 3 tracked document(s) but no pipeline reaches it
Output/tables/taskM_green_at_floor_area.csv,ARCHIVE,,,CLAUDE.md|Output/audit/DOC1_gateB_value_claims.md|Output/audit/DOC1_gateC_figures_methods.md,,4210,cited by 19 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate2_2018_assertions.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,1819,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate2_2018_by_community.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,335,cited by 4 tracked document(s) but no pipeline reaches it
Output/tables/task_J_gate2_2018_summary.csv,ARCHIVE,,,docs/Tier2_TaskM_deck_evidence_audit.md|docs/Tier2_TaskM_deck_evidence_audit_v2.md|docs/change_reports/taskM_gateA_report.md,,283,cited by 4 tracked document(s) but no pipeline reaches it
