paddock,zone_fid,dominant_community,n_paddock_non_treed,n_paddock_all_classes,n_subset,top_panel_mean_pct,temporal1_x_pct,check1_delta_pp,check1_pass,subset_flood_freq_pct,check2_delta_pp,check2_pass,temporal1_y_pct,dashboard_floor_subset_pct,subset_share_of_non_treed_pct,check3_delta_pp,check3_applicable,check3_pass,pct_if_denominator_is_non_treed,pct_if_denominator_is_all_classes,check4_denominator_gap_pp,support_level,unit,period_label,weighting,scope_filter,estimand
Bala 21,19,Inland Floodplain Shrublands / Swamps,10258,10258,10258,40.3899395593683,40.39,6.0440631699520964e-05,True,40.38993835449219,0.0,True,62.55599,62.555992126464844,100.0,-2.1264648424335064e-06,True,True,100.0,100.0,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Bala 23,21,Inland Floodplain Shrublands / Swamps,24369,24369,19883,38.6037295627349,38.6,-0.003729562734896774,True,40.622066497802734,2.0183372497558594,False,71.39956,74.16936492919922,81.59136607985556,-2.769804929199225,False,,81.59136607985556,81.59136607985556,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Bala 8/11,25,Inland Floodplain Shrublands / Swamps,24880,24880,24831,31.9747358750574,31.97,-0.004735875057402694,True,32.00825881958008,0.03352546691894531,True,61.789898,61.82701110839844,99.80305466237942,-0.03711310839843662,True,True,99.80305466237942,99.80305466237942,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 1,62,Inland Floodplain Shrublands / Swamps,12527,18887,10042,21.1488328068515,21.15,0.0011671931484968923,True,25.090618133544922,3.941783905029297,False,52.989983,57.62702178955078,80.16284824778478,-4.637038789550779,False,,80.16284824778478,53.16884629639434,26.994001951390437,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 10,57,Aeolian Chenopod Shrublands,13489,16175,8780,5.0858371371382,5.09,0.004162862861799788,True,4.6023430824279785,-0.48349428176879883,True,41.67942,39.64872360229492,65.09007339313514,2.0306963977050785,False,,65.09007339313514,54.28129829984544,10.808775093289704,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 12,59,Riverine Chenopod Shrublands,26488,35877,22024,15.0506968114942,15.05,-0.000696811494199423,True,17.65450668334961,2.603809356689453,False,52.45519,52.08283996582031,83.14708547266687,0.37235003417968926,False,,83.14708547266687,61.3875184658695,21.759567006797376,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 3,51,Inland Floodplain Shrublands / Swamps,9590,12467,4499,15.7965142261284,15.8,0.0034857738716009834,True,25.10589599609375,9.309382438659668,False,47.60441,58.1555061340332,46.91345151199166,-10.551096134033202,False,,46.91345151199166,36.08727039383974,10.826181118151922,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 6,53,Inland Floodplain Shrublands / Swamps,6827,8961,6016,21.9029483772416,21.9,-0.002948377241601463,True,22.38839340209961,0.4854469299316406,True,51.340633,51.21525955200195,88.1206972315805,0.12537344799804373,False,,88.1206972315805,67.13536435665662,20.98533287492387,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Dinan 8,55,Riverine Chenopod Shrublands,42843,43368,22565,12.5087945688744,12.51,0.0012054311255997874,True,16.321231842041016,3.8124380111694336,False,41.82738,39.72150421142578,52.669047452325934,2.1058757885742168,False,,52.669047452325934,52.03145176166759,0.637595690658344,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Mara 13,31,Riverine Chenopod Shrublands,1835,4020,1004,30.7683923705722,30.77,0.0016076294277986847,True,31.838361740112305,1.0699691772460938,False,61.654305,65.33306121826172,54.71389645776567,-3.678756218261718,False,,54.71389645776567,24.975124378109452,29.73877207965622,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Mara 21,45,Inland Floodplain Shrublands / Swamps,13640,13640,10365,41.4243820695434,41.42,-0.004382069543396483,True,44.00358581542969,2.579204559326172,False,67.49176,71.43350982666016,75.98973607038123,-3.941749826660157,False,,75.98973607038123,75.98973607038123,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Mara 7,37,Inland Floodplain Shrublands / Swamps,14876,14876,13575,31.3530903084547,31.35,-0.003090308454698487,True,33.5703239440918,2.217233657836914,False,63.693684,64.98890686035156,91.25436945415434,-1.295222860351565,False,,91.25436945415434,91.25436945415434,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
Mara 8,38,Aeolian Chenopod Shrublands,3784,3784,1894,15.7535487768046,15.75,-0.0035487768045996404,True,3.9749584197998047,-11.778589248657227,False,54.817303,50.293758392333984,50.05285412262157,4.523544607666018,False,,50.05285412262157,50.05285412262157,0.0,pixel,paddock (management zone),1988-2022 (35 water years),unweighted over cells,treed_context_flag = 0 AND regime_band <> 'context' unless a column says otherwise,"DZ reconciliation between TEMPORAL-1 and dashboard v2, per unit"
