"part_id","zone_fid","paddock_name","community_short","n_pixels_part","x_inund_mean","residual","water_quartile","local_residual_sd","residual_z_local","rank_pooled","rank_local","rank_movement","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status","note"
"61_riverine",61,"Dinan 11","riverine",5522,23.2089771428571,-9.73418097808055,3,6.33433521519219,-1.53673284526121,13,11,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"58_aeolian",58,"Dinan 13","aeolian",1004,3.77062285714286,-9.36304692867573,1,12.8110143844197,-0.730859137904233,14,23,9,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"56_riverine",56,"Dinan 9","riverine",4988,9.17630285714286,-9.13504388460677,1,12.8110143844197,-0.713061714747309,15,24,9,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"24_riverine",24,"Bala 7/10","riverine",43,20.5980114285714,-8.23056750779239,2,8.48562122135004,-0.969942835426601,16,17,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"58_inland",58,"Dinan 13","inland",7514,46.3660142857143,-8.03178366263425,4,3.83288579700831,-2.09549255782766,17,4,-13,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"56_aeolian",56,"Dinan 9","aeolian",5730,11.8668685714286,-7.70334425469768,2,8.48562122135004,-0.907811467629014,18,19,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"01_inland",1,"Bala 26ca","inland",32399,45.9191428571429,-7.62281467320477,4,3.83288579700831,-1.9887925382892,19,5,-14,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"39_riverine",39,"Mara 11","riverine",353,6.74221142857143,-7.12302914760309,1,12.8110143844197,-0.556008207770483,20,27,7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"55_aeolian",55,"Dinan 8","aeolian",16554,6.06103142857143,-6.59649379267727,1,12.8110143844197,-0.514907999845795,21,28,7,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"21_riverine",21,"Bala 23","riverine",4486,29.65798,-6.1352169386516,3,6.33433521519219,-0.968565244847947,22,18,-4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"45_inland",45,"Mara 21","inland",10365,44.0035742857143,-5.40467955132375,4,3.83288579700831,-1.41008102968846,23,13,-10,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"12_riverine",12,"Bala 12","riverine",495,17.0505028571429,-4.05634354340113,2,8.48562122135004,-0.478025525484837,24,29,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"01_riverine",1,"Bala 26ca","riverine",636,13.34232,-3.98688901806948,2,8.48562122135004,-0.469840558996242,25,30,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"03_inland",3,"Bala 28ca","inland",18272,49.6821085714286,-3.81297838686463,4,3.83288579700831,-0.994806156197187,26,15,-11,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"12_inland",12,"Bala 12","inland",15076,40.34606,-3.7800905894774,4,3.83288579700831,-0.986225729038908,27,16,-11,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"50_inland",50,"Mara 22a","inland",1595,48.0877742857143,-3.001655764286,4,3.83288579700831,-0.783132063738734,28,22,-6,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"53_inland",53,"Dinan 6","inland",6016,22.3883885714286,-2.96164666189807,3,6.33433521519219,-0.467554456984673,29,31,2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"03_riverine",3,"Bala 28ca","riverine",3704,12.1567428571429,-2.94049782191506,2,8.48562122135004,-0.34652711277245,30,35,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"18_riverine",18,"Bala 20","riverine",2845,22.7968885714286,-2.7298493649892,3,6.33433521519219,-0.430960672627802,31,32,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"25_riverine",25,"Bala 8/11","riverine",49,14.9854142857143,-2.64229605437205,2,8.48562122135004,-0.311385104925962,32,36,4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"45_riverine",45,"Mara 21","riverine",3275,33.2615057142857,-2.55439509657032,4,3.83288579700831,-0.666441744380724,33,25,-8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"61_inland",61,"Dinan 11","inland",2031,36.42822,-2.22965192800639,4,3.83288579700831,-0.581716243605981,34,26,-8,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"55_inland",55,"Dinan 8","inland",3724,18.0696685714286,-1.61937547817032,2,8.48562122135004,-0.190837587010828,35,40,5,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"31_inland",31,"Mara 13","inland",784,31.1151657142857,-1.59617470826853,3,6.33433521519219,-0.251987723106332,36,38,2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"23_inland",23,"Bala 25","inland",9115,32.3833485714286,-1.48424808087705,4,3.83288579700831,-0.387240361305718,37,33,-4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"21_inland",21,"Bala 23","inland",19883,40.6220628571429,-1.47187334063818,4,3.83288579700831,-0.384011791268873,38,34,-4,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"38_inland",38,"Mara 8","inland",658,40.8597514285714,-1.03490806140836,4,3.83288579700831,-0.270007539023505,39,37,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"02_inland",2,"Bala 27ca","inland",23908,29.6902371428571,-0.934162384594018,3,6.33433521519219,-0.147475994379574,40,41,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"20_inland",20,"Bala 22","inland",5266,58.8975085714286,-0.875000351294617,4,3.83288579700831,-0.228287613468051,41,39,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"28_riverine",28,"Mara 2","riverine",844,12.3696714285714,-0.75511204448177,2,8.48562122135004,-0.0889872438074291,42,42,0,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"59_riverine",59,"Dinan 12","riverine",22024,17.6545142857143,-0.652733821352641,2,8.48562122135004,-0.0769223377199946,43,44,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"11_inland",11,"Bala 9","inland",4101,23.3859371428571,-0.515699506654926,3,6.33433521519219,-0.0814133589611864,44,43,-1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"34_inland",34,"Mara 5","inland",5075,44.8788114285714,-0.171771133524544,4,3.83288579700831,-0.0448150930191077,45,45,0,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"64_riverine",64,"Dinan 5","riverine",2615,19.0548971428571,0.270599332910272,2,8.48562122135004,0.0318891600098102,46,46,0,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"64_inland",64,"Dinan 5","inland",4463,27.8499342857143,0.427165224770306,3,6.33433521519219,0.0674364728512944,47,48,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"31_riverine",31,"Mara 13","riverine",1004,31.8383571428571,0.515961589641989,3,6.33433521519219,0.0814547339402742,48,49,1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"56_inland",56,"Dinan 9","inland",16588,12.0930828571429,0.525902510875355,2,8.48562122135004,0.0619757230681203,49,47,-2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"19_inland",19,"Bala 21","inland",10258,40.38994,0.711540360542358,4,3.83288579700831,0.185640897805444,50,52,2,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"41_inland",41,"Mara 16","inland",10926,42.9497085714286,0.934057589229113,4,3.83288579700831,0.243695648317561,51,57,6,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"63_inland",63,"Dinan 4","inland",6777,24.9840885714286,1.04700438611542,3,6.33433521519219,0.165290334430722,52,51,-1,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
"33_inland",33,"Mara 14","inland",16075,42.3146828571429,1.07431314651215,4,3.83288579700831,0.280288326709523,53,59,6,"pixel","part (paddock x community)","1988-2022","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_z_local = residual / SD of the residuals in this part's water quartile. ADDITIONAL COLUMN. It does not replace the published residual and the shipped GeoPackage and CSV are not edited."
