"row_type","period","period_label","cluster_value","paddock_name","n_parts_dropped","slope_all","slope_without","slope_delta","part_id","community_short","residual_in_sample","residual_cluster_deleted","hat_leverage","support_level","unit","weighting","estimand","cluster","source_sha256_first50","interval_status","deletion_rule"
"drop_one_cluster","whole_record","1988-2022",11,"Bala 9",1,0.547273733307921,0.547248960582034,-2.4772725887523e-05,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",12,"Bala 12",2,0.547273733307921,0.552958823472392,0.00568509016447116,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",13,"Bala 13",1,0.547273733307921,0.545160978210797,-0.0021127550971245,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",14,"Bala 15",1,0.547273733307921,0.547664951319173,0.00039121801125197,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",15,"Bala 17",1,0.547273733307921,0.546193280100812,-0.00108045320710914,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",16,"Bala 18",2,0.547273733307921,0.54472884607616,-0.00254488723176161,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",17,"Bala 19",1,0.547273733307921,0.545743674269047,-0.00153005903887382,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",18,"Bala 20",3,0.547273733307921,0.544903232468844,-0.00237050083907708,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",19,"Bala 21",1,0.547273733307921,0.546540065876711,-0.000733667431210283,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",20,"Bala 22",1,0.547273733307921,0.548319369358288,0.00104563605036712,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",21,"Bala 23",2,0.547273733307921,0.55124703523875,0.00397330193082868,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",22,"Bala 24",1,0.547273733307921,0.547525793829164,0.000252060521242603,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",23,"Bala 25",1,0.547273733307921,0.547908019253333,0.000634285945411261,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",24,"Bala 7/10",2,0.547273733307921,0.546442884433337,-0.000830848874584733,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",25,"Bala 8/11",2,0.547273733307921,0.545026858808536,-0.00224687449938543,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",26,"Bala 14/16",2,0.547273733307921,0.543215447949704,-0.00405828535821684,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",27,"Mara 1",2,0.547273733307921,0.547335889013682,6.21557057605138e-05,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",28,"Mara 2",2,0.547273733307921,0.54731475256487,4.10192569491041e-05,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",29,"Mara 3",1,0.547273733307921,0.546607006232955,-0.000666727074965956,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",30,"Mara 10",1,0.547273733307921,0.546705046752007,-0.000568686555914466,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",31,"Mara 13",3,0.547273733307921,0.547431392363956,0.000157659056034709,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",32,"Mara 12",2,0.547273733307921,0.54637880951286,-0.000894923795061175,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",33,"Mara 14",1,0.547273733307921,0.545271846307127,-0.00200188700079418,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",34,"Mara 5",1,0.547273733307921,0.54738619537551,0.000112462067588637,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",35,"Mara 9",1,0.547273733307921,0.546228870406541,-0.00104486290138039,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",36,"Mara 6",1,0.547273733307921,0.542440497448831,-0.00483323585909057,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",37,"Mara 7",3,0.547273733307921,0.545240669565326,-0.00203306374259493,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",38,"Mara 8",3,0.547273733307921,0.550607705309923,0.00333397200200136,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",39,"Mara 11",2,0.547273733307921,0.558885002138876,0.0116112688309544,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",40,"Mara 15",1,0.547273733307921,0.543727832105163,-0.00354590120275811,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",41,"Mara 16",1,0.547273733307921,0.546065423379704,-0.00120830992821719,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",42,"Mara 17",1,0.547273733307921,0.545852003069945,-0.00142173023797676,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",43,"Mara 18",1,0.547273733307921,0.549085616137628,0.00181188282970679,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",44,"Mara 19",1,0.547273733307921,0.545175823571012,-0.00209790973690915,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",45,"Mara 21",2,0.547273733307921,0.554789447573363,0.00751571426544217,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",46,"Mara 20",1,0.547273733307921,0.547045954613593,-0.000227778694327996,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",47,"Mara 22",1,0.547273733307921,0.547348795732604,7.50624246825815e-05,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",48,"Mara 4",3,0.547273733307921,0.54719092544834,-8.28078595815906e-05,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",49,"Mara 5a",1,0.547273733307921,0.546728760613103,-0.000544972694818568,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",50,"Mara 22a",1,0.547273733307921,0.5479836651173,0.000709931809379061,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",51,"Dinan 3",3,0.547273733307921,0.54745520093562,0.000181467627698551,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",52,"Dinan 2",2,0.547273733307921,0.542255157273629,-0.00501857603429234,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",53,"Dinan 6",2,0.547273733307921,0.547117314952654,-0.000156418355267252,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",54,"Dinan 7",2,0.547273733307921,0.548907125026501,0.00163339171857979,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",55,"Dinan 8",3,0.547273733307921,0.512456836491562,-0.0348168968163597,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",56,"Dinan 9",3,0.547273733307921,0.538993526273066,-0.0082802070348551,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",57,"Dinan 10",3,0.547273733307921,0.523617053862898,-0.0236566794450236,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",58,"Dinan 13",3,0.547273733307921,0.546819111682782,-0.000454621625138985,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",59,"Dinan 12",2,0.547273733307921,0.551750670756138,0.00447693744821642,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",60,"Dinan 14",2,0.547273733307921,0.556172736766785,0.00889900345886396,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",61,"Dinan 11",3,0.547273733307921,0.550777951708007,0.00350421840008563,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",62,"Dinan 1",3,0.547273733307921,0.543718692404781,-0.00355504090313985,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",63,"Dinan 4",3,0.547273733307921,0.541861730614244,-0.00541200269367692,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"drop_one_cluster","whole_record","1988-2022",64,"Dinan 5",2,0.547273733307921,0.547269261610114,-4.47169780759538e-06,,,,,,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","the whole paddock is removed and the slope refitted"
"part_leverage_and_deleted_residual","whole_record","1988-2022",1,"Bala 26ca",,0.547273733307921,,,"01_inland","inland",-7.62281467320477,-8.76272569093888,0.130177723112958,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_cluster_deleted = predicted from a fit with this part's WHOLE PADDOCK removed"
"part_leverage_and_deleted_residual","whole_record","1988-2022",1,"Bala 26ca",,0.547273733307921,,,"01_riverine","riverine",-3.98688901806948,-3.90062143625546,0.00137426659582593,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_cluster_deleted = predicted from a fit with this part's WHOLE PADDOCK removed"
"part_leverage_and_deleted_residual","whole_record","1988-2022",2,"Bala 27ca",,0.547273733307921,,,"02_inland","inland",-0.934162384594018,-0.966195602870542,0.0331539681834135,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_cluster_deleted = predicted from a fit with this part's WHOLE PADDOCK removed"
"part_leverage_and_deleted_residual","whole_record","1988-2022",3,"Bala 28ca",,0.547273733307921,,,"03_inland","inland",-3.81297838686463,-4.19636334807282,0.0934028336011154,"pixel","part (paddock x community)","pixel-weighted by the part's cell count","BETWEEN-UNIT (across parts)","zone_fid (paddock)","77e3ef0aecd1497c187d930959110d994081c800b510c78004514a007126494a","diagnostic - NOT registered, and nothing here is proposed for registration","residual_cluster_deleted = predicted from a fit with this part's WHOLE PADDOCK removed"
