zone_fid,community,n_cells,veg_p05_temporal_mean,veg_p50_temporal_mean,n_cells_missing_p05,mean_share_cells_wet,area_ha,zone_name,grazing_treatment,community_short,part_id,paddock_cells,share_of_paddock_pct,n_parts_in_paddock,support_level,unit,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,min_cells_filter,estimand
38,Aeolian Chenopod Shrublands,1894,50.29376,78.92148,0,3.9749584,118.09360538805149,Mara 8,14-day grazing,aeolian,Mara 8 / aeolian,3784,50.05285412262157,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
57,Aeolian Chenopod Shrublands,8780,39.648724,63.518517,0,4.602343,547.4455413448215,Dinan 10,14-day grazing,aeolian,Dinan 10 / aeolian,13489,65.09007339313514,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
9,Riverine Chenopod Shrublands,2132,36.046444,76.44533,0,5.8214955,132.9332453470569,Bala 5,14-day grazing,riverine,Bala 5 / riverine,24384,8.743438320209973,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
57,Inland Floodplain Shrublands / Swamps,3765,45.255733,69.47392,0,5.929805,234.75312792292178,Dinan 10,14-day grazing,inland,Dinan 10 / inland,13489,27.911631699903626,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
55,Aeolian Chenopod Shrublands,16554,44.85537,73.04865,0,6.06103,1032.1655457200657,Dinan 8,14-day grazing,aeolian,Dinan 8 / aeolian,42843,38.63875078775996,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
57,Riverine Chenopod Shrublands,944,46.30303,72.021,0,6.2167068,58.859748408828196,Dinan 10,14-day grazing,riverine,Dinan 10 / riverine,13489,6.9982949069612275,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
4,Riverine Chenopod Shrublands,12141,50.299076,72.00086,0,6.375563,757.0086921944736,Bala 29ca,No grazing,riverine,Bala 29ca / riverine,36676,33.10339186388919,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
63,Riverine Chenopod Shrublands,4032,35.500774,59.13296,0,7.0202665,251.40095930550348,Dinan 4,14-day grazing,riverine,Dinan 4 / riverine,10879,37.062229984373566,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
62,Riverine Chenopod Shrublands,1288,32.82772,60.960155,0,7.7196097,80.30863977814694,Dinan 1,14-day grazing,riverine,Dinan 1 / riverine,12527,10.281791330725632,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
39,Inland Floodplain Shrublands / Swamps,14841,48.870075,77.78801,0,8.242803,925.3575488722662,Mara 11,14-day grazing,inland,Mara 11 / inland,15194,97.67671449256285,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
54,Riverine Chenopod Shrublands,11273,43.16671,72.50141,0,8.674836,702.8876523439833,Dinan 7,14-day grazing,riverine,Dinan 7 / riverine,11360,99.23415492957747,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
56,Riverine Chenopod Shrublands,4988,44.017708,70.89138,0,9.176309,311.00892485512185,Dinan 9,14-day grazing,riverine,Dinan 9 / riverine,27306,18.267047535340218,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
6,Inland Floodplain Shrublands / Swamps,26087,55.498085,81.797874,0,11.349495,1626.5617126494715,Bala 2,14-day grazing,inland,Bala 2 / inland,28043,93.02499732553578,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
52,Riverine Chenopod Shrublands,1060,36.45687,68.42663,0,11.498652,66.09251410313335,Dinan 2,14-day grazing,riverine,Dinan 2 / riverine,13883,7.635237340632428,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
7,Inland Floodplain Shrublands / Swamps,20725,53.45408,78.78262,0,11.5934515,1292.2333535730554,Bala 3,14-day grazing,inland,Bala 3 / inland,20725,100.0,1,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
56,Aeolian Chenopod Shrublands,5730,43.795628,70.31737,0,11.866866,357.2736847273152,Dinan 9,14-day grazing,aeolian,Dinan 9 / aeolian,27306,20.98439903317952,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
56,Inland Floodplain Shrublands / Swamps,16588,45.720955,75.17333,0,12.09308,1034.285494285638,Dinan 9,14-day grazing,inland,Dinan 9 / inland,27306,60.74855343148026,3,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
3,Riverine Chenopod Shrublands,3704,50.028507,76.14681,0,12.156741,230.94969079057165,Bala 28ca,No grazing,riverine,Bala 28ca / riverine,21986,16.84708450832348,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
28,Riverine Chenopod Shrublands,844,48.684143,73.05444,0,12.369668,52.624605568909956,Mara 2,14-day grazing,riverine,Mara 2 / riverine,1985,42.51889168765743,2,pixel,paddock x community part,1988-2022 (35 water years),unweighted mean over the part's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the part's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. Identical to the TEMPORAL-1 paddock figure. Ruling CT.,"Share of the part's cells seen wet, MEAN OVER YEARS (%). Rulings AZ / CX - this is NOT a between-year flood frequency and is not labelled as one. Computed as the mean over the part's cells of the census parquet's COUNTED per-cell flood_freq_pct, which is exactly equal to the mean over years of the part's within-year wet share because valid_years == 35 on every cell.",500,BETWEEN-PART description: how a paddock x community area's mean per-cell temporal cover percentile relates to how wet that area is. Not a within-unit response and no cause is attributed.
