zone_fid,n_cells,veg_p05_temporal_mean,veg_p50_temporal_mean,n_cells_missing_p05,area_ha,share_pct_aeolian,share_pct_riverine,share_pct_inland,dominant_community,dominant_community_share_pct,zone_name,treatment,mean_floor,mean_flood,support_level,series_variant,dominant_community_short,unit,period_label,weighting,scope_filter,pixel_constant_ha,denominator,y_basis,x_quantity,estimand
38,3784,54.817303,79.874306,0,235.93780506250624,50.05285412262156,32.55813953488372,17.389006342494714,Aeolian Chenopod Shrublands,50.05285412262156,Mara 8,14-day grazing,65.49,15.75,pixel,mean_of_seasons,aeolian,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
51,9590,47.60441,75.13928,0,597.9501983481593,25.203336809176225,27.883211678832115,46.91345151199166,Inland Floodplain Shrublands / Swamps,46.91345151199166,Dinan 3,14-day grazing,50.25,15.8,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
9,24384,51.189034,80.52817,0,1520.3772300856638,0.0,8.743438320209975,91.25656167979002,Inland Floodplain Shrublands / Swamps,91.25656167979002,Bala 5,14-day grazing,66.44,16.18,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
43,3580,47.612103,82.70981,0,223.21811366907303,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 18,14-day grazing,71.82,17.16,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
28,1985,50.776237,75.524734,0,123.76758537237708,0.0,42.51889168765743,57.48110831234256,Inland Floodplain Shrublands / Swamps,57.48110831234256,Mara 2,14-day grazing,61.95,17.23,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
63,10879,45.84005,71.9871,0,678.3211895547055,0.6434414927842633,37.06222998437356,62.29432852284217,Inland Floodplain Shrublands / Swamps,62.29432852284217,Dinan 4,14-day grazing,49.4,18.19,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
27,850,59.303215,82.59938,0,52.99871413930505,0.0,30.823529411764707,69.17647058823529,Inland Floodplain Shrublands / Swamps,69.17647058823529,Mara 1,14-day grazing,64.81,20.28,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
62,12527,52.989983,78.424355,0,781.0763435565581,9.555360421489583,10.281791330725634,80.1628482477848,Inland Floodplain Shrublands / Swamps,80.1628482477848,Dinan 1,14-day grazing,56.71,21.15,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
61,9556,49.613457,77.08509,0,595.8302497825871,20.96065299288405,57.78568438677271,21.25366262034324,Riverine Chenopod Shrublands,57.78568438677271,Dinan 11,14-day grazing,58.74,21.55,pixel,mean_of_seasons,riverine,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
53,6827,51.340633,78.59097,0,425.6732016812183,0.0,11.879302768419512,88.1206972315805,Inland Floodplain Shrublands / Swamps,88.1206972315805,Dinan 6,14-day grazing,62.47,21.9,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
11,4101,51.566048,76.962296,0,255.70320786504706,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 9,14-day grazing,64.98,23.39,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
22,5667,64.757225,85.402405,0,353.3455447381667,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 24,14-day grazing,70.43,23.75,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
47,6395,60.56213,82.86937,0,398.7373846127715,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 22,14-day grazing,68.04,24.31,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
64,7078,55.5198,79.45118,0,441.3234102094131,0.0,36.945464820570784,63.054535179429216,Inland Floodplain Shrublands / Swamps,63.054535179429216,Dinan 5,14-day grazing,65.38,24.6,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
14,8475,52.96939,76.3264,0,528.4283556830709,0.0,0.2713864306784661,99.72861356932154,Inland Floodplain Shrublands / Swamps,99.72861356932154,Bala 15,14-day grazing,49.05,25.58,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
48,950,64.42193,81.718575,0,59.23385697922329,3.4736842105263155,20.736842105263158,75.78947368421053,Inland Floodplain Shrublands / Swamps,75.78947368421053,Mara 4,14-day grazing,68.2,25.72,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
8,5578,71.8309,85.62668,0,347.79626761063946,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 4,14-day grazing,76.5,26.64,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
15,11970,61.8669,79.40573,0,746.3465979382134,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 17,14-day grazing,73.93,27.42,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
58,20212,41.05904,76.109634,0,1260.247070804275,4.967346131011281,57.85671878092222,37.175935088066495,Riverine Chenopod Shrublands,57.85671878092222,Dinan 13,14-day grazing,52.95,27.99,pixel,mean_of_seasons,riverine,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
17,13332,60.087364,81.06156,0,831.2692434178999,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Bala 19,14-day grazing,73.09,29.15,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
46,2397,53.269184,81.634026,0,149.45637387284023,0.0,0.0,100.0,Inland Floodplain Shrublands / Swamps,100.0,Mara 20,14-day grazing,72.23,29.66,pixel,mean_of_seasons,inland,paddock (management zone),1988-2022 (35 water years),unweighted mean over the unit's cells,treed_context_flag = 0 AND regime_band <> 'context',0.06235142839918241,the unit's own non-treed census cells,SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"PUBLISHED mean_flood from v_zone_floor_flood_residual: the share of the paddock's cells seen wet, MEAN OVER YEARS (%). Ruling AZ - this is NOT a between-year flood frequency and is not labelled as one.",BETWEEN-UNIT description: how a paddock's mean per-cell temporal cover percentile relates to how wet that paddock is. Not a within-unit response.
