community,wet_years_lo,wet_years_hi,bin_label,flood_freq_lo_pct,flood_freq_hi_pct,n_cells,mean_flood_freq_pct,mean_veg_p05_temporal,mean_veg_p50_temporal,gap_p50_minus_p05,support_level,unit,period_label,weighting,scope_filter,y_basis,x_quantity,estimand
Riverine Chenopod Shrublands,6,10,k = 6-10,17.142857142857142,28.571428571428573,43254,22.350962,49.391407,76.99102,27.599613,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Inland Floodplain Shrublands / Swamps,6,10,k = 6-10,17.142857142857142,28.571428571428573,188365,23.243294,59.98714,82.12234,22.135197,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Aeolian Chenopod Shrublands,11,17,k = 11-17,31.428571428571427,48.57142857142857,1333,37.312183,52.67226,75.93205,23.259792,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Riverine Chenopod Shrublands,11,17,k = 11-17,31.428571428571427,48.57142857142857,20243,36.29403,54.858433,80.1197,25.261265,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Inland Floodplain Shrublands / Swamps,11,17,k = 11-17,31.428571428571427,48.57142857142857,251525,38.007614,67.41138,84.941956,17.530579,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Aeolian Chenopod Shrublands,18,24,k = 18-24,51.42857142857143,68.57142857142857,511,58.887333,47.583027,73.349945,25.766918,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Riverine Chenopod Shrublands,18,24,k = 18-24,51.42857142857143,68.57142857142857,1197,58.011696,59.40667,77.51555,18.10888,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Inland Floodplain Shrublands / Swamps,18,24,k = 18-24,51.42857142857143,68.57142857142857,55781,57.898003,76.40516,87.71512,11.309959,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Aeolian Chenopod Shrublands,25,35,k >= 25,71.42857142857143,100.0,60,72.38097,69.31756,81.15763,11.840073,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Riverine Chenopod Shrublands,25,35,k >= 25,71.42857142857143,100.0,69,73.49897,60.85111,77.06116,16.210049,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
Inland Floodplain Shrublands / Swamps,25,35,k >= 25,71.42857142857143,100.0,16626,78.16793,77.055984,88.71357,11.657585,pixel,census cell (24.970268 m),1988-2022 (35 water years),unweighted mean over cells,treed_context_flag = 0 AND regime_band <> 'context',SEASONAL basis: each cell's percentile is taken over the 140 seasonal composites (4 per water year x 35 water years) with MIN_SEASONS = 50. NOT the annual-basis series the regression uses. Ruling CT.,"per-cell between-year flood frequency COUNTED from the census wet_years / valid_years, not read from a raster. valid_years = 35 for every non-treed cell, so k = wet_years and the bin edges below are whole years. Bin edges are columns, not implied.",PER-CELL means by community and wet-year bin; no zone join
